Park ID,Park Name,Location Description,District,Classification Type,Neighbourhood,Electoral Ward,Total Area in Hectares,Water Area in Hectares
676,Southdale C.C,254 Lakewood Blvd,East,Community,SOUTHDALE,St. Boniface,6.289793,0
660,Dockside Way Park,NW corner of De La Seigneurie Blvd & Dockside Wy,East,Neighbourhood,ISLAND LAKES,St. Boniface,0.42885,0
661,Island Lakes Bridge South,S side of Island Lakes Dr between Wayfarer's Hv & Camirant Cres,East,Neighbourhood,ISLAND LAKES,St. Boniface,0.121335,0
662,Lindsey Wilson Park,379 Island Shore Blvd,East,Community,ISLAND LAKES,St. Boniface,12.952449,5.940063
96,Kleysen Park,400 Lindenwood Dr W,South,Community,LINDEN WOODS,River Heights - Fort Garry,5.495506,0
663,Island Shore Park,180 Island Shore Blvd,East,Community,ISLAND LAKES,St. Boniface,3.276458,0
697,Agate Park,33 Argonne By,East,Neighbourhood,WINDSOR PARK,St. Boniface,0.338247,0
667,Island Lakes Bridge North,N side Island Lakes Dr between Coral Reef Cv & De Caigny Cv,East,Neighbourhood,ISLAND LAKES,St. Boniface,0.143426,0
951,Lord Avenue Park,Oppostie 38 Lord Ave,South,Buffer,ST. NORBERT,St. Norbert - Seine River,0.075258,0
703,Berkshire Park,40 Berkshire By,East,Neighbourhood,MAGINOT,St. Boniface,0.707301,0
705,Howden Park,122 Howden Rd,East,Neighbourhood,WINDSOR PARK,St. Boniface,1.064547,0
782,St. George Park,125 St. George Rd,East,Neighbourhood,ST. GEORGE,St. Vital,0.836633,0
783,Morantz Park,65 Clayton Dr,East,Neighbourhood,LAVALEE,St. Vital,0.204492,0
957,South Winnipeg C.C-Ryerson Site,577 Dalhousie Dr,South,Community,FORT RICHMOND,St. Norbert - Seine River,2.023994,0
669,Parc De La Seigneurie,175 De La Seigneurie Blvd,East,Community,ISLAND LAKES,St. Boniface,3.853165,0
72,Coronation Park,41 St. Mary's Rd,East,Community,NORWOOD EAST,St. Boniface,2.456511,0
6741,Rooster Town Park,1290 Grant Ave,South,Neighbourhood,GRANT PARK,River Heights - Fort Garry,1.804022,0
700,Crestwood Park,54 1/2 Crestwood Cres,East,Neighbourhood,WINDSOR PARK,St. Boniface,0.219155,0
677,Lakewood Park East,Between Lakewood Blvd & Beaverhill Blvd,East,Neighbourhood,SOUTHDALE,St. Boniface,0.28145,0
679,Lakewood Park,Between 117 Clearwater Rd & 42 Lake Park Dr,East,Linkage,SOUTHDALE,St. Boniface,6.525086,5.90987
6843,Glenella Gardens Park,20 Glenella Gdns,North,Greenfield - Future Park,ROSSER-OLD KILDONAN,Old Kildonan,2.296342,0.388151
680,Lakewood Park West,E side of Lakewood Blvd at Brookhaven By,East,Neighbourhood,SOUTHDALE,St. Boniface,1.577156,0
6801,Academy Road Park,In front of 621 Academy Rd,South,Neighbourhood,SIR JOHN FRANKLIN,River Heights - Fort Garry,0.068104,0
681,Edgewood Park,690 Beaverhill Blvd,East,Neighbourhood,SOUTHDALE,St. Boniface,4.793962,3.24142
6821,Gateside-Murray Buffer,NE corner of Murray Ave & Gateside St,North,Buffer,RIVERBEND,North Kildonan,0.032092,0
692,Art McOuat Memorial Park,910 Maginot St,East,Community,MAGINOT,St. Boniface,6.040581,0
6944,Yasmin Ali Crescent Walk South,Between 38 and 46 Yasmin Ali Cres,South,Greenfield - Future Park,WAVERLEY WEST B,Waverley West,0.02096,0
6941,Joe Keeper Way - Frontier Trail Greenspace,Corner of Joe Keeper Wy & Frontier Trail,South,Greenfield - Future Park,WAVERLEY WEST B,Waverley West,0.04071,0
695,Archibald CPR Buffer,E side CPR Plan 71 between Elizabeth Rd & Cottonwood Rd,East,Buffer,WINDSOR PARK,St. Boniface,1.391667,0
696,Applewood Park,17 Applewood By,East,Neighbourhood,WINDSOR PARK,St. Boniface,0.422055,0
1073,Corydon-Hugo Piazza,261 Hugo St N,South,Neighbourhood,EARL GREY,Fort Rouge - East Fort Garry,0.068953,0
507,Amber Vasas Memorial Park,63 Callum Cres,East,Neighbourhood,ROSSMERE-A,North Kildonan,0.279409,0
578,Wayoata Buffer-6,NE corner of Kildare Ave E & Wayoata St,East,Buffer,KILDARE-REDONDA,Transcona,0.040088,0
74,Brixford Park,"E side of Thunder By, W of Baywood Pl",East,Neighbourhood,MEADOWOOD,St. Vital,0.293259,0
1017,Gary Hobson Memorial Park / Fort Garry C.C,880 Oakenwald Ave,South,Community,CRESCENT PARK,Fort Rouge - East Fort Garry,7.846086,0
1018,Manchester Park East,Between Point Rd & Wildwood St,South,Nature,WILDWOOD,Fort Rouge - East Fort Garry,1.068719,0
1019,Ruttan Bay Park,767 Dowker Ave,South,Neighbourhood,CRESCENT PARK,Fort Rouge - East Fort Garry,0.184747,0
1025,Wavell Buffer South,W of 429 Churchill Dr,South,Buffer,RIVERVIEW,Fort Rouge - East Fort Garry,0.049386,0
1027,Fisher Park,705 Fisher St,South,Neighbourhood,RIVERVIEW,Fort Rouge - East Fort Garry,1.67035,0
1029,McKittrick Park,790 Rathgar Ave,South,Neighbourhood,LORD ROBERTS,Fort Rouge - East Fort Garry,2.946531,0
97,La Verendrye-La Fleche Riverbank,481 La Verendrye St,East,Linkage,NORTH ST. BONIFACE,St. Boniface,0.582487,0.035363
1036,Arnold Avenue Park,75 Arnold Ave,South,Neighbourhood,RIVERVIEW,Fort Rouge - East Fort Garry,1.827201,0
1045,Varsity View Sportsplex,4230 Ridgewood Ave,South,Community,RIDGEWOOD SOUTH,Charleswood - Tuxedo - Westwood,4.707204,0.054213
1054,Broadway Neighbourhood Centre,185 Young St,North Downtown,Community,WEST BROADWAY,Fort Rouge - East Fort Garry,1.286959,0
1042,Truro Creek Greenway-Albany West,N of 322 Albany St,North,Linkage,DEER LODGE,St. James,0.081614,0.014441
1044,Truro Creek Greenway-Linwood East,N side of Ness Ave between Linwood St & Lyle St,North,Linkage,DEER LODGE,St. James,0.154551,0.007934
1050,Bonnycastle Park,260 Assiniboine Ave,North Downtown,Community,BROADWAY-ASSINIBOINE,Fort Rouge - East Fort Garry,2.392905,0
966,Vassar-Kilkenny Park,Between 771 & 785 Kilkenny Dr,South,Linkage,FORT RICHMOND,St. Norbert - Seine River,0.162521,0
1068,Waverley Perimeter Buffer,"E side of Shahi St, N of Permimeter Hwy",South,Linkage,RICHMOND WEST,Waverley West,1.702686,0.299026
1069,Henry Boux Park,1038 Des Trappistes Rd,South,Linkage,ST. NORBERT,St. Norbert - Seine River,1.573539,0.032938
1075,Don Togo Park,5 Togo Ave,South,Linkage,RIVERVIEW,Fort Rouge - East Fort Garry,1.127273,0.084386
1061,John H. Coulter Park,75 Eaglemere Dr,East,Neighbourhood,EAGLEMERE,Elmwood - East Kildonan,4.622643,2.177571
1062,Courage Place Park,SE Prairie Grove Rd & Willowgrove Rd,East,Neighbourhood,ST. VITAL PERIMETER SOUTH,St. Norbert - Seine River,0.728332,0
1067,Point West Buffer,"Between Point West Dr & Leon Bell Dr, E of Waverley St",South,Linkage,RICHMOND WEST,Waverley West,0.253829,0
1096,Warde-Forsyth Buffer-East,S of 91 Nutley Cir,East,Buffer,RIVER PARK SOUTH,St. Norbert - Seine River,0.075883,0
1100,Magnus Eliason Recreation Centre,430 Langside St,North Downtown,Community,SPENCE,Daniel McIntyre,0.589148,0
1083,Amber Trail Greenspace,S side Amber Trail opposite Courland By,North,Neighbourhood,AMBER TRAILS,Old Kildonan,1.701318,0
1094,Ogimaa Gichi Makwa Gitigaan,565 Sherbrook St,North Downtown,Neighbourhood,SPENCE,Daniel McIntyre,0.109909,0
1102,Mission Riverbank,91 Archibald St,East,Nature,NORTH ST. BONIFACE,St. Boniface,0.934118,0.077992
1111,Muys Park,285 Lindenwood Dr E,South,Community,LINDEN WOODS,River Heights - Fort Garry,6.894309,0
1119,Swan Lake Grove Park,N side of Chancellor Dr between Swan Lake By & Lake Grove By,South,Neighbourhood,WAVERLEY HEIGHTS,Waverley West,1.002924,0.778857
1123,Parker Gardens,1214 Parker Ave,South,Neighbourhood,PARKER,River Heights - Fort Garry,0.241878,0
1121,St. Boniface Industrial Buffer South,"S of Camiel Sys St , W of 455 De Baets St",East,Buffer,ST. BONIFACE INDUSTRIAL PARK,Transcona,1.044402,0
1125,Moug Park,45 Lannoo Dr,South,Linkage,RIDGEDALE,Charleswood - Tuxedo - Westwood,1.037661,0
1127,One Wellington Window Park,W side of Wellington Cres at River Ave,South,Linkage,ROSLYN,Fort Rouge - East Fort Garry,0.089705,0.002667
827,Paddington-Highbury Park,"Between Paddington Rd & Highbury Rd, S of Burland Ave",East,Linkage,RIVER PARK SOUTH,St. Norbert - Seine River,6.466206,3.053933
885,La Fleche Park,17 Sinnott St,South,Community,RIVER WEST PARK,Charleswood - Tuxedo - Westwood,2.99761,0
887,Park Place Buffer,"S side of Taylor Ave, E of Park Pl E",South,Buffer,SOUTH TUXEDO,Charleswood - Tuxedo - Westwood,0.320836,0
891,Holdsworth Green Strip,N side Holdsworth Ave between Exmouth Blvd & Glastonbury Blvd,South,Neighbourhood,TUXEDO,Charleswood - Tuxedo - Westwood,0.332325,0
114,Earl Grey C.C,360 Cockburn St N,South,Community,EARL GREY,Fort Rouge - East Fort Garry,1.606197,0
892,Aldershot Strip,5 Aldershot Blvd,South,Neighbourhood,TUXEDO,Charleswood - Tuxedo - Westwood,0.342954,0
1143,Fermor Buffer Northeast,N side of Fermor between Autumnwood Dr & Westmount Dr,East,Buffer,WINDSOR PARK,St. Boniface,1.972907,0
1150,Charleswood Memorial Park - The Burn,6120 Roblin Blvd,South,Nature,BETSWORTH,Charleswood - Tuxedo - Westwood,3.006488,0.081521
1154,Wellington Wardlaw Buffer,NE Wellington Cres & Wardlaw Ave,South,Neighbourhood,McMILLAN,Fort Rouge - East Fort Garry,0.048918,0
1156,Whittier Park,836 St. Joseph St,East,Regional,NORTH ST. BONIFACE,St. Boniface,28.931378,0.575805
1158,Grimsby Park,275 Paddington Rd,East,Linkage,RIVER PARK SOUTH,St. Norbert - Seine River,0.597938,0
838,Forbes Road Lot,"N side Forbes Rd, E of St Marys Rd",East,Greenfield - Future Park: Neighbourhood,ST. VITAL PERIMETER SOUTH,St. Norbert - Seine River,1.54394,0
893,Birkenhead Strip,15 Devonport Blvd,South,Neighbourhood,TUXEDO,Charleswood - Tuxedo - Westwood,0.490876,0
1162,Boni-Vital Greenway North A,480 St. Mary's Rd,East,Linkage,GLENWOOD,St. Vital,0.046516,0
1164,Alderman John O'Hare Park,473 Logan Ave,North Downtown,Neighbourhood,LOGAN-C.P.R.,Point Douglas,0.922302,0
1169,Tache Promenade,106 Provencher Blvd,East,Linkage,CENTRAL ST. BONIFACE,St. Boniface,3.773595,0.165616
117,Wellington-Gertrude Buffer,NE Gertrude Ave & Wellington Cres,South,Fragment,McMILLAN,Fort Rouge - East Fort Garry,0.014523,0
1171,Watson Buffer,Between 201 & 207 Watson St,North,Linkage,LEILA-McPHILLIPS TRIANGLE,Old Kildonan,0.044575,0
1185,Omand's Creek Greenway-North,E of Empress between Maroons Rd & St. Matthews Ave,North,Linkage,POLO PARK,St. James,1.341454,0.121454
1186,Maples C.C-Elwick Site,40 Marberley Rd,North,Community,THE MAPLES,Old Kildonan,1.388609,0
1187,Sioux-Prairie Grove Riverbank,NW Sioux Rd & Prairie Grove Rd,East,Nature,ST. VITAL PERIMETER SOUTH,St. Norbert - Seine River,0.621789,0.102228
119,Scott-Stradbrook Park,340 Stradbrook Ave,South,Neighbourhood,RIVER-OSBORNE,Fort Rouge - East Fort Garry,0.051084,0
12,Old Market Square,275 Bannatyne Ave,North Downtown,Community,EXCHANGE DISTRICT,Point Douglas,0.400233,0
1210,Rotary Heritage Park,735 Kildare Ave W,East,Neighbourhood,RADISSON,Transcona,1.991603,0
1216,McPhillips Athletic Grounds,2001 Gallagher Ave,North,Community,WESTON,Point Douglas,6.581811,0
1223,Dr. Louis Slotin Park,E streetend of Luxton Ave,North,Linkage,LUXTON,Mynarski,0.023321,0
1228,Central C.C / Freighthouse,200 Isabel St,North Downtown,Community,CENTENNIAL,Point Douglas,3.552093,0
1249,Whittier Park-Messager,880 Tache Ave,East,Review - Regional,NORTH ST. BONIFACE,St. Boniface,1.982387,0.100473
1250,Kenaston-Bishop Grandin Buffer,"E side of Kenaston Blvd, S of Scurfield Blvd",South,Buffer,WEST FORT GARRY INDUSTRIAL,Waverley West,2.468165,2.043681
1254,Transcona Trail-C,CNR Victoria Beach Line between Plessis Rd & Hoka St,East,Linkage,RADISSON,Transcona,1.540151,0
130,Greenwood Park,1270 Wolseley Ave,North,Neighbourhood,WOLSELEY,Daniel McIntyre,0.263502,0.007138
1321,North Maryland Bridge,110 Cornish Ave,North Downtown,Neighbourhood,WEST BROADWAY,Fort Rouge - East Fort Garry,0.490291,0
1324,Sir Winston Churchill Park,150 John Duncan Dr,East,Community,CANTERBURY PARK,Transcona,4.972738,0
133,Westminster Tot Lot,852 Westminister Ave,North Downtown,Neighbourhood,WOLSELEY,Daniel McIntyre,0.040922,0
1332,Concordia Ave E-Reg Wyatt Path,"E of Reg Wyatt Wy, N of Concordia Ave",East,Linkage,GRASSIE,Transcona,2.105707,0
1344,Ken Oblik Parkway,2565 Waverley St (playground located at 120 Brookstone Pl),South,Linkage,SOUTH POINTE,Waverley West,10.604228,2.552137
1349,Blue Sun Park,2325 Warde Ave,East,Greenfield - Future Park: Linkage,SAGE CREEK,St. Vital,1.252209,0
9,Central Park,400 Cumberland Ave,North Downtown,Community,CENTRAL PARK,Daniel McIntyre,1.929101,0
1355,Sherburn Tot Lot,546 Sherburn St,North,Neighbourhood,MINTO,Daniel McIntyre,0.08552,0
1377,Sage Creek Buffer,E side of Lagimodiere Blvd between Warde Ave & Sage Creek Blvd,East,Buffer,SAGE CREEK,St. Vital,0.21504,0
1380,Heartstone Buffer,Heartstone Dr at Heartstone Dr,East,Buffer,MISSION GARDENS,Transcona,0.184972,0
955,La Salle Park,N of 190 Houde Dr,South,Neighbourhood,PARC LA SALLE,St. Norbert - Seine River,0.544563,0
956,Houde Drive Park,E of 24 Houde Dr,South,Neighbourhood,PARC LA SALLE,St. Norbert - Seine River,0.435374,0
1382,The Oaks River Access,Between 282 & 290 Oak Forest Cres,North,Greenfield - Future Park: Fragment,ASSINIBOIA DOWNS,Charleswood - Tuxedo - Westwood,0.042668,0
1390,Transcona Trail-B,N of 1 Transcona Blvd,East,Linkage,REGENT,Transcona,1.579552,0
1396,Pandora Buffer East-2,S of 83 Redona St,East,Buffer,KILDARE-REDONDA,Transcona,0.031923,0
140,Fort Rouge Leisure Centre,625 Osborne St,South,Community,LORD ROBERTS,Fort Rouge - East Fort Garry,2.706038,0
845,Dakota-Ashford Buffer,W side of Dakota St between Warde Ave & Paddington Rd,East,Buffer,RIVER PARK SOUTH,St. Norbert - Seine River,0.131859,0
916,Taylor Green Strip-3,N side Taylor Ave between Brock St & Ash St,South,Buffer,SOUTH RIVER HEIGHTS,River Heights - Fort Garry,0.745866,0
918,Cordova Park,372 Cordova St,South,Neighbourhood,NORTH RIVER HEIGHTS,River Heights - Fort Garry,1.253379,0
968,Dalhousie Forest,205 Killarney Ave,South,Community,FORT RICHMOND,St. Norbert - Seine River,5.148401,0
1416,Little Mountain Park,"9 229 E Farmer Rd, RM of Rosser",North,Regional,NORTH INKSTER INDUSTRIAL,Outside City Limit,66.844266,0.419657
1417,Bishop Grandin Greenway,"Bishop Grandin Blvd, E of the Red River to the Seine River",East,Linkage,WORTHINGTON,St. Vital,43.382529,2.607026
1480,Boulton-Mathers Retention Pond,"N side of Boulton By, W of Centennial St",South,Linkage,MATHERS,River Heights - Fort Garry,0.915978,0
1495,Gladstone-Rover Greenspace,Disraeli Fwy between Disraeli St & Gladstone St,North,Buffer,NORTH POINT DOUGLAS,Mynarski,0.761814,0
1534,La Salle River Greenway-B,"N of the La Salle River, N of Camp Amisk",South,Nature,TRAPPISTES,St. Norbert - Seine River,21.475567,2.875372
16,Point Douglas Park,6 Higgins Ave,North,Community,NORTH POINT DOUGLAS,Mynarski,2.677213,0
160,Saigon Park Buffer,S of 435 Spence St,North Downtown,Buffer,SPENCE,Daniel McIntyre,0.017122,0
1637,Keslar Pond Access North,Between 1266 & 127 Lee Blvd,South,Fragment,FAIRFIELD PARK,Waverley West,0.124928,0
165,Burton Cummings C.C,960 Arlington St,North,Community,WEST ALEXANDER,Point Douglas,2.78534,0
1667,Trappiste Monastery,47 Ruines Du Monastere,South,Nature,TRAPPISTES,St. Norbert - Seine River,7.8983,0.247923
17,Robert A. Steen Memorial C.C,980 Palmerston Ave,North,Community,WOLSELEY,Daniel McIntyre,0.633485,0.011238
1707,Ronald Houston Park,90 Rothshire Dr,East,Neighbourhood,CANTERBURY PARK,Transcona,1.796563,0
173,Pinkham Park,758 Pacific Ave,North Downtown,Neighbourhood,WEST ALEXANDER,Point Douglas,0.171972,0
174,Ellen & Pacific Greenspace,395 Pacific Ave,North Downtown,Neighbourhood,CENTENNIAL,Point Douglas,0.054169,0
175,Sister MacNamara Park,760 Ross Ave,North Downtown,Neighbourhood,WEST ALEXANDER,Point Douglas,0.232697,0
176,Disraeli Buffer South,S side Disraeli Fwy S of Henry Ave,North Downtown,Fragment,SOUTH POINT DOUGLAS,Point Douglas,0.043337,0
1767,McLean's Pumping Station,NE Lagimodiere Blvd & Dawson Rd N,East,Community,ST. BONIFACE INDUSTRIAL PARK,Transcona,2.428954,0
184,Weston Memorial C.C,1625 Logan Ave,North,Community,WESTON,Point Douglas,4.744565,0
185,Disraeli Buffer North,E of 90 MacDonald Ave,North Downtown,Fragment,SOUTH POINT DOUGLAS,Point Douglas,0.031654,0
190,Brooklyn Street South Park,242 Brooklyn St,North,Neighbourhood,KING EDWARD,St. James,0.040106,0
20,Sargent Park,999 Sargent Ave,North,Community,SARGENT PARK,Daniel McIntyre,7.804058,0
216,Bourkevale C.C,100 Ferry Rd,North,Community,BRUCE PARK,St. James,6.220422,0
217,Kapyong Park,340 Amherst St,North,Neighbourhood,KING EDWARD,St. James,0.387978,0
218,Inglewood Park,295 Inglewood St,North,Neighbourhood,KING EDWARD,St. James,0.093767,0
225,Listowel Playground,20 Silverwood By,North,Neighbourhood,JAMESWOOD,St. James,0.89894,0
193,Brooklyn Street Park,475 Brooklyn St,North,Neighbourhood,KING EDWARD,St. James,0.242206,0
201,Riverbend Buffer,S side Portage Ave at Riverbend Cres,North,Fragment,BRUCE PARK,St. James,0.063042,0
233,Woodhaven Park C.C,200 Glendale Blvd,North,Community,WOODHAVEN,St. James,10.460371,0.924937
1489,Van Hull Park,57 Marine Dr,East,Linkage,NORMAND PARK,St. Norbert - Seine River,5.008598,0.195356
209,Bruce Park,1966 Portage Ave,North,Community,BRUCE PARK,St. James,4.915267,0.326255
237,George Minaker Park,260 Ronald St,North,Neighbourhood,BOOTH,St. James,0.133543,0
232,Woodhaven Boulevard Greenspace North,Between 163 & 169 Woodhaven Blvd,North,Neighbourhood,WOODHAVEN,St. James,0.099487,0
236,Harris Boulevard,W side Harris Blvd between Assiniboine Ave & Armour Cres,North,Buffer,KIRKFIELD,Charleswood - Tuxedo - Westwood,0.541334,0
240,Birchwood Park,2480 Portage Ave,North,Neighbourhood,BIRCHWOOD,St. James,0.310294,0
241,Neil Bardal Memorial Park,405 Moray St,North,Neighbourhood,SILVER HEIGHTS,St. James,0.252661,0
243,Sturgeon Road Buffer North,E side Sturgeon Rd between Woodgreen Pl & Emerald Grove Dr,North,Buffer,BOOTH,St. James,0.100267,0
1084,Ambergate Trail,105 Strasbourg Dr,North,Linkage,AMBER TRAILS,Old Kildonan,4.941344,1.846057
247,Bernadine Crescent Park,145 Bernadine Cres,North,Neighbourhood,BUCHANAN,St. James,0.572302,0
984,Leon Bell Park,485 Scurfield Blvd,South,Neighbourhood,WHYTE RIDGE,Waverley West,4.248251,3.433102
249,Alexander Ross Athletic Fields,"W side of Stradford St, N of Capulet Cres",North,Neighbourhood,BUCHANAN,St. James,1.412731,0
2508,Silkwood Park,W of 62 Silkwood Cres,North,Neighbourhood,AMBER TRAILS,Old Kildonan,0.105692,0
2522,Edward Turner Drive Park,W side of Edward Turner Dr between Water Lily Ln & Vireo Ln,East,Linkage,SAGE CREEK,St. Vital,1.546798,0.689307
258,Lumsden Pond,140 Lumsden Ave,North,Neighbourhood,CRESTVIEW,St. James,0.922441,0
255,Lakewood Recreation Area,57 Galbraith Cres,North,Community,CRESTVIEW,St. James,2.616622,0
256,Harvlong / Topaz Park,2 Topaz Rd,North,Neighbourhood,CRESTVIEW,St. James,0.263361,0
2567,Van Hull Path,Between Brambleforde Cres & Redview Dr,East,Linkage,NORMAND PARK,St. Norbert - Seine River,0.07365,0
26,Lipton Park,878 Lipton St,North,Neighbourhood,DANIEL McINTYRE,Daniel McIntyre,0.022401,0
262,Costello Park,90 Costello Dr,North,Neighbourhood,CRESTVIEW,St. James,0.803258,0
267,Crestview Village Tennis Courts,182 Acheson Dr,North,Neighbourhood,HERITAGE PARK,St. James,0.463486,0
276,Uplands Crescent Park,230 Carriage Rd,North,Neighbourhood,HERITAGE PARK,St. James,0.742526,0
2767,Westwood Green,S end of Westwood Dr at Assiniboine Ave,North,Linkage,WESTWOOD,Charleswood - Tuxedo - Westwood,0.327352,0
277,Heritage School Greenstrip,N side Carriage Rd opposite Pebblewood Ln,North,Neighbourhood,HERITAGE PARK,St. James,0.320528,0
279,Heritage Victoria C.C,950 Sturgeon Rd,North,Community,HERITAGE PARK,St. James,4.88482,0
2815,Mosselle Greenspace,Between 72 & 80 Mosselle Dr,North,Linkage,AMBER TRAILS,Old Kildonan,0.167316,0
280,Benjaminson Park,3432 Assiniboine Ave,North,Linkage,WESTWOOD,Charleswood - Tuxedo - Westwood,0.142692,0
973,Tranquil Bay Park,85 Tranquil By,South,Neighbourhood,RICHMOND WEST,Waverley West,0.384473,0
108,Galmar Park,1839 Midmar Ave,North,Neighbourhood,BROOKLANDS,Point Douglas,0.044347,0
974,Point West Park,Point West Dr between Point West Wy & Bairdmore Blvd,South,Linkage,RICHMOND WEST,Waverley West,3.530475,2.142571
283,Browning Boulevard Extension,254 Raquette St,North,Linkage,WESTWOOD,Charleswood - Tuxedo - Westwood,0.104822,0
2834,Tedham Park,Between 18 & 42 Tedham Ct,South,Linkage,BRIDGWATER LAKES,Waverley West,0.079314,0
2840,Mountbatten Park,3171 St. Mary's Rd,East,Neighbourhood,ST. VITAL PERIMETER SOUTH,St. Norbert - Seine River,1.690406,0
2847,Ken Oblik Parkway,"South Pointe Neighbourhood, S of Waverley St, N of Perimeter Hwy",South,Linkage,SOUTH POINTE,Waverley West,12.478713,5.977061
285,Kirkfield-Westwood C.C,165 Sansome Ave,North,Community,WESTWOOD,Charleswood - Tuxedo - Westwood,3.837222,0
2889,Transcona Centennial Square,135 Regent Ave W,East,Neighbourhood,VICTORIA WEST,Transcona,0.10326,0
84,Wellington Crescent-Hugo Park,261 Wellington Cres,South,Neighbourhood,ROSLYN,Fort Rouge - East Fort Garry,0.170157,0
1174,Lindenwood Drive West Park,605 Lindenwood Dr W,South,Neighbourhood,LINDEN WOODS,River Heights - Fort Garry,0.794214,0
2907,Mokriy Ecological Reserve,1307 Aberdeen Ave,North,Nature,SHAUGHNESSY PARK,Point Douglas,0.171091,0
2836,Creekside-Springwater Park,"S side of Creekside Rd, E of Springwater Rd",South,Linkage,BRIDGWATER LAKES,Waverley West,0.515802,0
2869,Des Hivernants North Park,115 Des Hivernants Blvd N,East,Linkage,SAGE CREEK,St. Vital,1.321067,0.752929
306,Red River C.C,293 Murray Ave,North,Community,RIVERBEND,North Kildonan,3.099004,0
2927,Hatcher Road Buffer,E of 86 Hatcher Rd,East,Fragment,MISSION GARDENS,Transcona,0.048381,0
293,Woodlands Park,60 Woodlands Cres,North,Neighbourhood,KIRKFIELD,Charleswood - Tuxedo - Westwood,0.22291,0
297,Birchbark Bay Park,117 Birchbark By,North,Neighbourhood,TEMPLETON-SINCLAIR,Old Kildonan,0.3669,0
3151,Waterford Green,26 Kaur Umber Tr,North,Linkage,INKSTER GARDENS,Point Douglas,4.726859,2.387555
328,Jack Moscovitch Park,193 Dobrinsky Dr,North,Neighbourhood,LEILA-McPHILLIPS TRIANGLE,Old Kildonan,1.406937,0
331,Seven Oaks Park & Museum,115 Rupertsland Blvd,North,Community,SEVEN OAKS,Mynarski,0.994103,0
337,Burrin Tot Lot,153 Burrin Ave,North,Neighbourhood,SEVEN OAKS,Mynarski,0.123296,0
1232,Legion Memorial Playground,1859 Silver Ave,North,Neighbourhood,KING EDWARD,St. James,0.189293,0
3364,Bridgwater Trails,525 Bridge Lake Dr (east playground),South,Greenfield - Future Park: Linkage,BRIDGWATER TRAILS,Waverley West,7.458855,1.947042
3448,Sage Creek-Sundog Park,"S side of Sage Creek Blvd, S of Sundog Dr",East,Linkage,SAGE CREEK,St. Vital,1.335084,0.422567
3449,Sage Creek-Warde Park,2320 Warde Ave,East,Linkage,SAGE CREEK,St. Vital,2.148213,1.051595
846,River Pointe Park,82 River Pointe Dr,East,Linkage,MINNETONKA,St. Vital,5.487119,0.203956
344,Beryl Watts Park / Vince Leah C.C,1295 Salter St,North,Community,MARGARET PARK,Mynarski,12.896027,0
356,Colish Tot Lot,19 Colish Dr,North,Neighbourhood,GARDEN CITY,Old Kildonan,0.262262,0
848,Smithdale Park,3199 Vialoux Dr,South,Neighbourhood,VIALOUX,Charleswood - Tuxedo - Westwood,1.346859,0.04237
332,Bleak House,1637 Main St,North,Neighbourhood,SEVEN OAKS,Mynarski,0.624115,0
856,Eric Coy Rec Centre,535 Oakdale Dr,South,Community,ERIC COY,Charleswood - Tuxedo - Westwood,3.970844,0
863,Bannatyne Grove,5605 Roblin Blvd,South,Neighbourhood,SOUTHBOINE,Charleswood - Tuxedo - Westwood,0.3386,0
33,South St. Vital Greenway-8,"E side of Ashworth St S, E to Simon Dr",East,Linkage,DAKOTA CROSSING,St. Norbert - Seine River,0.54389,0
336,Kingsbury Park,158 Kingsbury Ave,North,Neighbourhood,SEVEN OAKS,Mynarski,0.100552,0
346,Tanner Tot Lot,320 Templeton Ave,North,Neighbourhood,MARGARET PARK,Mynarski,0.405473,0
876,Beaverdam Creek Park,75 Carlotta Cres,South,Neighbourhood,BETSWORTH,Charleswood - Tuxedo - Westwood,1.118798,0.048224
878,Westdale C.C,550 Dale Blvd,South,Community,WESTDALE,Charleswood - Tuxedo - Westwood,1.36513,0
36,Daly Gardens,53 Barker Blvd,South,Neighbourhood,RIVER WEST PARK,Charleswood - Tuxedo - Westwood,0.516004,0
362,McPhillips Greenway-2,"E side McPhillips St, N of Canna Blvd",North,Buffer,GARDEN CITY,Old Kildonan,0.051133,0
316,Playgreen Tot Lot,39 Playgreen Cres,North,Neighbourhood,THE MAPLES,Old Kildonan,0.414194,0
3760,West Blanchard Park,Berween 86 & 112 West Gate,North Downtown,Linkage,ARMSTRONG POINT,Fort Rouge - East Fort Garry,0.148306,0
38,Kildonan Parkway,386 Nairn Ave,East,Neighbourhood,CHALMERS,Elmwood - East Kildonan,0.21928,0.017915
3460,Ray Klassen Park,100 Philip Lee Dr,East,Neighbourhood,PEGUIS,Transcona,1.211504,0
3461,White Spruce Park,275 Philip Lee Dr,East,Neighbourhood,PEGUIS,Transcona,2.216341,1.24388
347,Weinberg Tot Lot,23 Weinberg Rd,North,Neighbourhood,MARGARET PARK,Mynarski,0.197146,0
395,Taras G. Shevchenko Park,244 McGregor St,North,Neighbourhood,WILLIAM WHYTE,Mynarski,0.077121,0
841,South St. Vital Greenway-4,"Between John Forsyth Rd & Ashford Dr, S of Thornewood Ave",East,Linkage,RIVER PARK SOUTH,St. Norbert - Seine River,0.53533,0
